id,created
16260,2015-02-27 19:41:19
16268,2015-02-27 19:45:52
16433,2015-02-27 20:54:56
16436,2015-02-27 20:56:51
16636,2015-02-27 23:15:24
16637,2015-02-27 23:15:56
16767,2015-02-28 01:58:07
16768,2015-02-28 01:58:54
16769,2015-02-28 02:03:10
16770,2015-02-28 02:05:18
16774,2015-02-28 02:13:31
16261,2015-02-27 19:41:45
16625,2015-02-27 23:08:57
16619,2015-02-27 23:03:10
16629,2015-02-27 23:12:40
16771,2015-02-28 02:05:18
16778,2015-02-28 02:20:24
16780,2015-02-28 02:25:42
16881,2015-02-28 05:35:15
16896,2015-02-28 06:08:28
16269,2015-02-27 19:46:13
17072,2015-02-28 21:10:27
16437,2015-02-27 20:57:04
17213,2015-03-01 15:09:50
16643,2015-02-27 23:18:59
16644,2015-02-27 23:19:33
16647,2015-02-27 23:25:14
16648,2015-02-27 23:25:55
16650,2015-02-27 23:26:47
16651,2015-02-27 23:28:12
16652,2015-02-27 23:28:13
16689,2015-02-28 00:18:38
16653,2015-02-27 23:28:20
16664,2015-02-27 23:40:51
16668,2015-02-27 23:46:45
16679,2015-02-28 00:02:20
16681,2015-02-28 00:06:04
16781,2015-02-28 02:25:44
16887,2015-02-28 05:52:19
16891,2015-02-28 06:00:23
16892,2015-02-28 06:03:56
16935,2015-02-28 07:46:00
16937,2015-02-28 07:57:48
16452,2015-02-27 21:02:17
16666,2015-02-27 23:43:11
16782,2015-02-28 02:26:31
16783,2015-02-28 02:27:11
16784,2015-02-28 02:29:22
16785,2015-02-28 02:30:22
17420,2015-03-02 15:16:13
17587,2015-03-02 19:15:31
16990,2015-02-28 15:32:11
17123,2015-03-01 01:20:15
17154,2015-03-01 04:07:53
17177,2015-03-01 06:29:38
17187,2015-03-01 08:03:01
17190,2015-03-01 08:52:36
17191,2015-03-01 08:58:59
17194,2015-03-01 09:21:04
17195,2015-03-01 09:44:02
17198,2015-03-01 10:42:20
17199,2015-03-01 11:37:10
17202,2015-03-01 13:07:36
17203,2015-03-01 13:57:26
17205,2015-03-01 13:58:07
16296,2015-02-27 19:58:59
17124,2015-03-01 01:28:56
17125,2015-03-01 01:31:03
17173,2015-03-01 05:41:31
17193,2015-03-01 09:01:44
17200,2015-03-01 00:17:52
17201,2015-03-01 00:33:57
17204,2015-03-01 13:57:26
17212,2015-03-01 14:57:36
17214,2015-03-01 15:47:41
17220,2015-03-01 16:33:03
17737,2015-03-03 02:07:19
16248,2015-02-27 19:34:56
16310,2015-02-27 20:05:49
16313,2015-02-27 20:06:32
16315,2015-02-27 20:07:23
16322,2015-02-27 20:10:55
16400,2015-02-27 20:43:47
16694,2015-02-28 00:23:02
16803,2015-02-28 03:06:25
16929,2015-02-28 07:21:05
17736,2015-03-03 02:06:23
18068,2015-03-04 03:15:07
18142,2015-03-04 15:15:06
18146,2015-03-04 15:54:45
17126,2015-03-01 01:42:21
17179,2015-03-01 06:43:14
17196,2015-03-01 10:12:10
17207,2015-03-01 14:00:22
18147,2015-03-04 16:04:31
17743,2015-03-03 02:33:41
18054,2015-03-04 02:39:53
18073,2015-03-04 03:35:39
18055,2015-03-04 02:42:56
18063,2015-03-04 02:57:01
17234,2015-03-01 18:07:01
18081,2015-03-04 04:05:44
16474,2015-02-27 21:10:08
18056,2015-03-04 02:43:39
17226,2015-03-01 17:44:33
17252,2015-03-01 20:11:22
18064,2015-03-04 02:59:51
18037,2015-03-04 01:31:00
18041,2015-03-04 01:35:43
18154,2015-03-04 16:43:38
17249,2015-03-01 19:54:30
17740,2015-03-03 02:27:10
18156,2015-03-04 16:51:53
18039,2015-03-04 01:32:46
18157,2015-03-04 16:57:14
17240,2015-03-01 18:44:50
17246,2015-03-01 19:30:17
17741,2015-03-03 02:28:04
18042,2015-03-04 01:42:20
18062,2015-03-04 02:54:58
18166,2015-03-04 17:48:07
18043,2015-03-04 01:44:49
18052,2015-03-04 02:34:23
18168,2015-03-04 17:50:38
17254,2015-03-01 20:22:58
16493,2015-02-27 21:23:30
17663,2015-03-02 23:05:36
18044,2015-03-04 01:45:30
18049,2015-03-04 02:24:31
18075,2015-03-04 03:45:04
18171,2015-03-04 17:57:59
18172,2015-03-04 17:58:45
17746,2015-03-03 02:41:26
18175,2015-03-04 18:19:24
18059,2015-03-04 02:50:14
18184,2015-03-04 19:02:56
18050,2015-03-04 02:32:47
16509,2015-02-27 21:36:50
17572,2015-03-02 18:41:54
17744,2015-03-03 02:36:32
17745,2015-03-03 02:40:50
18076,2015-03-04 03:45:04
18180,2015-03-04 18:39:27
17672,2015-03-02 23:18:58
17749,2015-03-03 02:47:45
18181,2015-03-04 18:40:59
16519,2015-02-27 21:39:43
17261,2015-03-01 21:31:12
17262,2015-03-01 21:33:36
17267,2015-03-01 22:00:14
17719,2015-03-03 01:14:36
18183,2015-03-04 18:55:25
16521,2015-02-27 21:41:58
16524,2015-02-27 21:43:53
17774,2015-03-03 04:10:32
17824,2015-03-03 07:57:07
17848,2015-03-03 14:59:36
17850,2015-03-03 15:11:04
17874,2015-03-03 17:36:30
17882,2015-03-03 17:54:57
17611,2015-03-02 20:22:47
17751,2015-03-03 02:55:07
17836,2015-03-03 10:41:54
17851,2015-03-03 15:24:30
17757,2015-03-03 03:13:13
18187,2015-03-04 19:14:56
17866,2015-03-03 16:29:28
17844,2015-03-03 14:26:39
17847,2015-03-03 14:44:45
17853,2015-03-03 15:33:16
17890,2015-03-03 18:29:04
17893,2015-03-03 18:39:51
17901,2015-03-03 18:59:44
17831,2015-03-03 08:58:26
18057,2015-03-04 02:46:44
18188,2015-03-04 19:22:08
17807,2015-03-03 06:11:10
16530,2015-02-27 21:47:16
17276,2015-03-01 22:30:41
17761,2015-03-03 03:26:40
17782,2015-03-03 04:40:52
17803,2015-03-03 05:58:35
17832,2015-03-03 08:59:12
17857,2015-03-03 15:55:24
17885,2015-03-03 18:02:35
18051,2015-03-04 02:32:52
18189,2015-03-04 19:23:27
18190,2015-03-04 19:32:00
17753,2015-03-03 03:08:08
17781,2015-03-03 04:39:05
17380,2015-03-02 14:28:16
17804,2015-03-03 06:07:07
17835,2015-03-03 09:10:54
17872,2015-03-03 17:19:12
18060,2015-03-04 02:51:20
18195,2015-03-04 20:01:15
17754,2015-03-03 03:09:22
17794,2015-03-03 05:15:38
17873,2015-03-03 17:20:49
17888,2015-03-03 18:23:11
17898,2015-03-03 18:49:47
18058,2015-03-04 02:49:57
16532,2015-02-27 21:49:10
18069,2015-03-04 03:23:25
17626,2015-03-02 21:23:16
17755,2015-03-03 03:11:23
17778,2015-03-03 04:24:20
17783,2015-03-03 04:42:51
17841,2015-03-03 13:43:59
17845,2015-03-03 14:26:39
17852,2015-03-03 15:32:24
17855,2015-03-03 15:38:07
17865,2015-03-03 16:28:13
17870,2015-03-03 17:15:47
17923,2015-03-03 19:44:37
18196,2015-03-04 20:04:34
18061,2015-03-04 02:52:03
17786,2015-03-03 04:56:42
17795,2015-03-03 05:16:14
17830,2015-03-03 08:52:28
17881,2015-03-03 17:53:39
17918,2015-03-03 19:35:46
18074,2015-03-04 03:35:44
18065,2015-03-04 03:03:37
17810,2015-03-03 06:49:17
17822,2015-03-03 07:40:25
17827,2015-03-03 08:39:03
17828,2015-03-03 08:43:40
18070,2015-03-04 03:24:17
17790,2015-03-03 05:00:48
17806,2015-03-03 06:11:00
17897,2015-03-03 18:47:33
17817,2015-03-03 07:16:07
17880,2015-03-03 17:53:02
17902,2015-03-03 19:00:38
18078,2015-03-04 03:48:38
18197,2015-03-04 20:07:28
18199,2015-03-04 20:09:27
16537,2015-02-27 21:51:28
17764,2015-03-03 03:42:26
17802,2015-03-03 05:47:15
18200,2015-03-04 20:09:41
16541,2015-02-27 21:53:56
17689,2015-03-03 00:09:02
17760,2015-03-03 03:24:34
17766,2015-03-03 03:48:01
17805,2015-03-03 06:09:43
17808,2015-03-03 06:11:27
17842,2015-03-03 13:50:42
17846,2015-03-03 14:39:55
17858,2015-03-03 15:55:46
17904,2015-03-03 19:03:39
17909,2015-03-03 19:15:08
18201,2015-03-04 20:10:20
16548,2015-02-27 21:57:57
16305,2015-02-27 20:02:46
17821,2015-03-03 07:35:13
16550,2015-02-27 21:58:23
17296,2015-03-02 00:01:03
17773,2015-03-03 04:09:18
17791,2015-03-03 05:10:00
17797,2015-03-03 05:35:44
18082,2015-03-04 04:08:45
17891,2015-03-03 18:34:47
18202,2015-03-04 20:12:14
17303,2015-03-02 00:45:14
17772,2015-03-03 04:07:34
17815,2015-03-03 07:12:42
17825,2015-03-03 08:13:58
17834,2015-03-03 09:10:54
17875,2015-03-03 17:36:34
17305,2015-03-02 01:07:45
17306,2015-03-02 01:10:56
17307,2015-03-02 01:45:14
17369,2015-03-02 13:44:49
18204,2015-03-04 20:22:58
18205,2015-03-04 20:25:48
16552,2015-02-27 21:59:45
17316,2015-03-02 02:56:06
17320,2015-03-02 03:10:28
16558,2015-02-27 22:02:06
16560,2015-02-27 22:03:42
17771,2015-03-03 04:03:15
17776,2015-03-03 04:13:58
17784,2015-03-03 04:44:37
17900,2015-03-03 18:56:21
18083,2015-03-04 04:13:03
18206,2015-03-04 20:26:06
17801,2015-03-03 05:45:53
17899,2015-03-03 18:56:16
17908,2015-03-03 19:14:06
17911,2015-03-03 19:16:49
18209,2015-03-04 20:32:23
18211,2015-03-04 20:41:00
17777,2015-03-03 04:17:40
17814,2015-03-03 07:11:42
17843,2015-03-03 13:57:23
17876,2015-03-03 17:40:09
17896,2015-03-03 18:46:05
18214,2015-03-04 20:53:26
18097,2015-03-04 05:09:16
17321,2015-03-02 03:26:18
17370,2015-03-02 13:51:37
18215,2015-03-04 20:59:56
18217,2015-03-04 21:03:44
18219,2015-03-04 21:19:19
16581,2015-02-27 22:26:44
17785,2015-03-03 04:53:04
17799,2015-03-03 05:42:54
17838,2015-03-03 13:06:58
18220,2015-03-04 21:24:30
16582,2015-02-27 22:28:21
17329,2015-03-02 03:57:45
17788,2015-03-03 05:00:48
17812,2015-03-03 07:01:40
17829,2015-03-03 08:50:05
16587,2015-02-27 22:33:41
18221,2015-03-04 21:27:43
16591,2015-02-27 22:37:45
16596,2015-02-27 22:42:41
17796,2015-03-03 05:24:18
17798,2015-03-03 05:38:54
17809,2015-03-03 06:46:18
17816,2015-03-03 07:15:52
17826,2015-03-03 08:28:00
17839,2015-03-03 13:13:50
17854,2015-03-03 15:33:52
17811,2015-03-03 06:54:17
18224,2015-03-04 21:38:16
17818,2015-03-03 07:23:43
17820,2015-03-03 07:30:29
17840,2015-03-03 13:40:20
17894,2015-03-03 18:40:45
17903,2015-03-03 19:01:49
18232,2015-03-04 22:26:50
17905,2015-03-03 19:08:37
17878,2015-03-03 17:47:27
17856,2015-03-03 15:52:16
17859,2015-03-03 16:01:12
17862,2015-03-03 16:10:52
17864,2015-03-03 16:27:01
17892,2015-03-03 18:35:28
17907,2015-03-03 19:11:33
17915,2015-03-03 19:28:08
18226,2015-03-04 21:40:57
18227,2015-03-04 21:45:53
18228,2015-03-04 21:51:59
18084,2015-03-04 04:13:37
18174,2015-03-04 18:13:12
16642,2015-02-27 23:18:57
17575,2015-03-02 18:47:09
18231,2015-03-04 22:12:53
16646,2015-02-27 23:24:14
18085,2015-03-04 04:16:05
16371,2015-02-27 20:30:46
18086,2015-03-04 04:17:27
17860,2015-03-03 16:02:30
18178,2015-03-04 18:31:37
17869,2015-03-03 17:07:50
17871,2015-03-03 17:17:15
17906,2015-03-03 19:10:02
17916,2015-03-03 19:30:44
17914,2015-03-03 19:25:07
17752,2015-03-03 03:03:46
18087,2015-03-04 04:27:02
18116,2015-03-04 06:19:27
16656,2015-02-27 23:33:14
18120,2015-03-04 06:49:41
18134,2015-03-04 08:57:55
18158,2015-03-04 17:04:00
18088,2015-03-04 04:28:15
18115,2015-03-04 06:19:18
18173,2015-03-04 18:07:05
16274,2015-02-27 19:47:32
16680,2015-02-28 00:03:30
17921,2015-03-03 19:40:05
18089,2015-03-04 04:28:33
18092,2015-03-04 04:41:36
18110,2015-03-04 05:50:54
18152,2015-03-04 16:28:07
16229,2015-02-27 19:27:16
17333,2015-03-02 04:37:39
17334,2015-03-02 04:42:13
18112,2015-03-04 06:05:53
18121,2015-03-04 07:07:31
18159,2015-03-04 17:15:19
18091,2015-03-04 04:40:25
18160,2015-03-04 17:19:40
17573,2015-03-02 18:42:00
17917,2015-03-03 19:34:39
18123,2015-03-04 07:14:24
18149,2015-03-04 16:06:51
18233,2015-03-04 22:38:59
17351,2015-03-02 06:38:38
17362,2015-03-02 00:35:10
18234,2015-03-04 22:47:35
16713,2015-02-28 00:48:26
17352,2015-03-02 07:57:12
17353,2015-03-02 08:43:45
17358,2015-03-02 10:45:24
17359,2015-03-02 10:53:57
17360,2015-03-02 11:49:29
17579,2015-03-02 18:52:10
18098,2015-03-04 05:10:43
18128,2015-03-04 07:32:01
18235,2015-03-04 22:48:26
17787,2015-03-03 04:58:42
16721,2015-02-28 00:58:48
17355,2015-03-02 10:15:13
17356,2015-03-02 10:29:18
18093,2015-03-04 04:47:04
18138,2015-03-04 14:27:23
18111,2015-03-04 05:51:48
18113,2015-03-04 06:14:34
16727,2015-02-28 01:07:02
17388,2015-03-02 14:43:26
18094,2015-03-04 04:48:21
18133,2015-03-04 08:36:07
17932,2015-03-03 20:21:48
17935,2015-03-03 20:25:51
18135,2015-03-04 09:18:10
16106,2015-02-26 17:27:29
16108,2015-02-26 17:30:24
18238,2015-03-04 22:50:38
16735,2015-02-28 01:11:29
18105,2015-03-04 05:26:38
18118,2015-03-04 06:19:57
18137,2015-03-04 13:06:57
16130,2015-02-26 22:18:00
16136,2015-02-26 23:59:53
17384,2015-03-02 14:31:50
17397,2015-03-02 14:57:38
18095,2015-03-04 05:01:05
18104,2015-03-04 05:25:02
18240,2015-03-04 23:09:56
17580,2015-03-02 18:57:24
17382,2015-03-02 14:29:26
17403,2015-03-02 15:01:11
17924,2015-03-03 19:54:39
17942,2015-03-03 20:51:33
18018,2015-03-04 00:37:40
18141,2015-03-04 14:42:06
16152,2015-02-27 03:39:32
17385,2015-03-02 14:32:09
17398,2015-03-02 14:57:39
17936,2015-03-03 20:28:39
17949,2015-03-03 21:26:49
18099,2015-03-04 05:12:24
18122,2015-03-04 07:13:22
18127,2015-03-04 07:29:23
17926,2015-03-03 19:59:17
17930,2015-03-03 20:13:58
18150,2015-03-04 16:07:48
18100,2015-03-04 05:16:06
16173,2015-02-27 15:05:06
17402,2015-03-02 14:59:42
18103,2015-03-04 05:24:29
18106,2015-03-04 05:37:39
18101,2015-03-04 05:16:06
18144,2015-03-04 15:52:41
18164,2015-03-04 17:38:20
17925,2015-03-03 19:59:07
18102,2015-03-04 05:17:38
18109,2015-03-04 05:50:21
18129,2015-03-04 07:35:42
17401,2015-03-02 14:59:13
18130,2015-03-04 07:41:21
18145,2015-03-04 15:52:53
17524,2015-03-02 17:04:13
18131,2015-03-04 07:58:04
18241,2015-03-04 23:13:13
16744,2015-02-28 01:21:27
17405,2015-03-02 15:03:59
17419,2015-03-02 15:15:16
17432,2015-03-02 15:27:29
17440,2015-03-02 15:35:11
17513,2015-03-02 16:44:27
17928,2015-03-03 20:01:04
17939,2015-03-03 20:38:13
17943,2015-03-03 21:09:00
17952,2015-03-03 21:36:17
17953,2015-03-03 21:41:39
18136,2015-03-04 09:53:15
17437,2015-03-02 15:33:03
18155,2015-03-04 16:46:28
17450,2015-03-02 15:43:47
17465,2015-03-02 15:53:21
17466,2015-03-02 15:53:45
17503,2015-03-02 16:40:15
17534,2015-03-02 17:29:22
17929,2015-03-03 20:09:10
17934,2015-03-03 20:22:49
18139,2015-03-04 14:31:16
18246,2015-03-04 23:33:03
17424,2015-03-02 15:18:06
17435,2015-03-02 15:30:29
17438,2015-03-02 15:34:29
17506,2015-03-02 16:40:39
17951,2015-03-03 21:35:21
17411,2015-03-02 15:09:35
17426,2015-03-02 15:20:35
17439,2015-03-02 15:35:06
17416,2015-03-02 15:12:25
17443,2015-03-02 15:39:46
17471,2015-03-02 15:59:56
17489,2015-03-02 16:23:07
17527,2015-03-02 17:10:32
17530,2015-03-02 17:18:03
17532,2015-03-02 17:21:26
17574,2015-03-02 18:45:56
18251,2015-03-04 23:51:05
17441,2015-03-02 15:38:11
17456,2015-03-02 15:48:54
17496,2015-03-02 16:32:02
17477,2015-03-02 16:11:03
17482,2015-03-02 16:16:36
17486,2015-03-02 16:21:30
17512,2015-03-02 16:43:39
17962,2015-03-03 22:19:29
18252,2015-03-04 23:54:16
16748,2015-02-28 01:24:35
17470,2015-03-02 15:58:03
18253,2015-03-05 00:00:41
18254,2015-03-05 00:10:29
18255,2015-03-05 00:12:24
18256,2015-03-05 00:13:35
17457,2015-03-02 15:49:17
17583,2015-03-02 19:03:46
17944,2015-03-03 21:09:32
18259,2015-03-05 00:19:34
17481,2015-03-02 16:15:33
17495,2015-03-02 16:29:28
17507,2015-03-02 16:40:50
17521,2015-03-02 16:54:30
17529,2015-03-02 17:14:09
17451,2015-03-02 15:45:31
17458,2015-03-02 15:50:02
17464,2015-03-02 15:53:15
17498,2015-03-02 16:36:12
17501,2015-03-02 16:38:43
17519,2015-03-02 16:52:53
17954,2015-03-03 21:44:05
17955,2015-03-03 21:53:58
17968,2015-03-03 22:31:51
17467,2015-03-02 15:54:48
17505,2015-03-02 16:40:33
17520,2015-03-02 16:53:38
17956,2015-03-03 21:55:42
17961,2015-03-03 22:18:44
17963,2015-03-03 22:22:56
16758,2015-02-28 01:40:07
17494,2015-03-02 16:29:14
17970,2015-03-03 22:38:45
17523,2015-03-02 16:59:40
17957,2015-03-03 21:59:36
17473,2015-03-02 16:02:45
17485,2015-03-02 16:20:26
17531,2015-03-02 17:18:55
17959,2015-03-03 22:18:06
16760,2015-02-28 01:41:46
17468,2015-03-02 15:54:49
17500,2015-03-02 16:38:28
17510,2015-03-02 16:42:44
16773,2015-02-28 02:09:44
17492,2015-03-02 16:28:52
16428,2015-02-27 20:53:40
16083,2015-02-26 04:18:27
17585,2015-03-02 19:10:04
17964,2015-03-03 22:22:58
17982,2015-03-03 23:23:10
17984,2015-03-03 23:24:37
17998,2015-03-03 23:56:46
18162,2015-03-04 17:33:19
18169,2015-03-04 17:55:19
16786,2015-02-28 02:31:57
17971,2015-03-03 22:46:56
17975,2015-03-03 22:49:22
18170,2015-03-04 17:57:06
16788,2015-02-28 02:32:44
17476,2015-03-02 16:08:59
17483,2015-03-02 16:19:39
17487,2015-03-02 16:22:42
17508,2015-03-02 16:41:13
17509,2015-03-02 16:41:58
17993,2015-03-03 23:39:09
17479,2015-03-02 16:15:17
17502,2015-03-02 16:39:40
18176,2015-03-04 18:23:51
17516,2015-03-02 16:48:42
17535,2015-03-02 17:30:06
18186,2015-03-04 19:13:29
17484,2015-03-02 16:20:13
17525,2015-03-02 17:09:40
17977,2015-03-03 23:03:05
17987,2015-03-03 23:28:35
17996,2015-03-03 23:48:08
17526,2015-03-02 17:09:53
17528,2015-03-02 17:11:06
17974,2015-03-03 22:49:07
17986,2015-03-03 23:26:44
17990,2015-03-03 23:34:06
18182,2015-03-04 18:49:13
17994,2015-03-03 23:41:43
16825,2015-02-28 03:47:36
17218,2015-03-01 16:08:19
17223,2015-03-01 16:47:07
17228,2015-03-01 17:52:31
17230,2015-03-01 17:57:31
17219,2015-03-01 16:23:08
17248,2015-03-01 19:53:57
17255,2015-03-01 20:32:45
17259,2015-03-01 21:00:31
17273,2015-03-01 22:18:36
17274,2015-03-01 22:20:33
17589,2015-03-02 19:22:00
17277,2015-03-01 22:30:41
17280,2015-03-01 22:40:30
17281,2015-03-01 22:46:11
17283,2015-03-01 22:57:08
16854,2015-02-28 04:31:08
17290,2015-03-01 23:23:39
17291,2015-03-01 23:45:26
17319,2015-03-02 03:05:27
17312,2015-03-02 02:35:44
17331,2015-03-02 04:18:42
17342,2015-03-02 05:34:17
17346,2015-03-02 06:07:07
17383,2015-03-02 14:30:47
17393,2015-03-02 14:49:10
17421,2015-03-02 15:16:52
17423,2015-03-02 15:17:30
17427,2015-03-02 15:20:55
17433,2015-03-02 15:27:56
17446,2015-03-02 15:40:46
17452,2015-03-02 15:47:10
17454,2015-03-02 15:48:35
17461,2015-03-02 15:51:15
16855,2015-02-28 04:32:10
16319,2015-02-27 20:08:42
16254,2015-02-27 19:37:31
17849,2015-03-03 15:00:02
16178,2015-02-27 16:02:42
16181,2015-02-27 16:28:25
16187,2015-02-27 17:21:06
16189,2015-02-27 17:29:57
16206,2015-02-27 19:01:33
16263,2015-02-27 19:42:10
16276,2015-02-27 19:49:12
16279,2015-02-27 19:50:46
16281,2015-02-27 19:51:08
16283,2015-02-27 19:52:19
16284,2015-02-27 19:52:44
16285,2015-02-27 19:52:59
16290,2015-02-27 19:55:41
16292,2015-02-27 19:56:27
16293,2015-02-27 19:56:54
16297,2015-02-27 19:59:24
16300,2015-02-27 20:00:02
16302,2015-02-27 20:00:36
16308,2015-02-27 20:03:45
16330,2015-02-27 20:12:37
16335,2015-02-27 20:14:04
16417,2015-02-27 20:49:09
16339,2015-02-27 20:15:00
16356,2015-02-27 20:25:12
16372,2015-02-27 20:31:13
16376,2015-02-27 20:32:06
16396,2015-02-27 20:41:07
16404,2015-02-27 20:45:24
16420,2015-02-27 20:51:33
16446,2015-02-27 20:59:40
16469,2015-02-27 21:09:13
16470,2015-02-27 21:09:17
16475,2015-02-27 21:11:17
16481,2015-02-27 21:14:03
16497,2015-02-27 21:26:32
16542,2015-02-27 21:54:26
16547,2015-02-27 21:57:07
16561,2015-02-27 22:03:53
16772,2015-02-28 02:06:06
16791,2015-02-28 02:33:30
16818,2015-02-28 03:32:33
16841,2015-02-28 04:12:43
16879,2015-02-28 05:32:00
